Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Platforms,Sources,Token1Multiplier,Token2Multiplier
eGQjKL2YmwEKtpcGKz6c12Ck7XyaJHr5XpGLhmXV1wBPuai34UiEXd1u2UE8HM2e8MY7mfcTkgptHUKwRrxyEiU,1773332686,2026-03-12T16:24:46.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,996139703,9,5rnQfqCz2euEFa4ExBVqfhA5Wi8A7bjVRrAkQ91GEEHJ,22300807267637,6,86.12,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
5ifxxN8k4SJawjjmPLWZvpDuhzY6N6SCQ41eLfCAFWLkaVvF8vXqpjRdM9chGN8Kn8Rz9K2i9d9JEGaLfPbKGVSp,1773332481,2026-03-12T16:21:21.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,HDj8qXRQQMDX1DtdsJc4RpSHvtyZKLwgACz1wAw7pump,11057104489312,6,So11111111111111111111111111111111111111111,1544162411,9,133.07,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
4dEga1PEhauJhvaeQHEHsjuP54w1xA81Jsd9RYqEf3yALFx51fowbSDoTkov3B8gDFM35KdFiwkyvq9m3bSLxFmv,1773332471,2026-03-12T16:21:11.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,J2n7WkTh5KaNkrLjdfPTrbRcEQgtzTJLcj81Sxhypump,28832145140294,6,So11111111111111111111111111111111111111111,946296691,9,81.55,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
5yHmcQvMu5AU8ivMu8Ya1RnWVrt3qiT9a3gF3ZBVG6sqYi5Ze7e6omZJWF4TCPMt1d8SQ6HAJF3kgvvie6a2YfBd,1773332405,2026-03-12T16:20:05.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,997037037,9,J2n7WkTh5KaNkrLjdfPTrbRcEQgtzTJLcj81Sxhypump,28832145140294,6,85.92,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
2YoAMtQSRxhcFyuswf4iWwhuKEQtMh2cbGgewMxZAv1eaDX91dVFv6qTenrkysvM8FaMXNMtpupiLHzsvP6HHxWL,1773332335,2026-03-12T16:18:55.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,2000000000,9,3WXnaXnqeqF5NxyjhRosVqs4jPM8XXEVJbMmkD69pump,15151090123737,6,172.35,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8||,1.0,1.0
5YBUH6a4xcuwXLTrPKmX9qPMDAnBha8pqnMHkAbeNkgpepyUFgTgSxpt9m4hqrYSNHn83cGPopLUmqtM2g2hJNgq,1773332217,2026-03-12T16:16:57.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,DLYbj1sz9WtgUrm4Y2PkrokmHfSrWN7nz6LE8mQjpump,1737280827114,6,So11111111111111111111111111111111111111112,2038561426,9,175.68,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
5Lqc3ZcBtBkUWVxPrnioFhoaAjZHshVjf2VcDzfti9D5LnLZPcwJ2YNhtTWVfLG4NmmVupqeyADB6uVK6FKQ7Fwp,1773332206,2026-03-12T16:16:46.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,EPwHMP4thSvp6fXvv83YPznEC5m17x4X3c1eAzXjkML7,41076827590914,6,So11111111111111111111111111111111111111112,2005460363,9,172.43,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
c4xRNpejF1Fp9yXkQu5V5Mr8UpRUw6qJ4eHw7QmU4gj5GN956vf1LPEED9fKhxhmfUkxZ6TFz3Byvutm2VFoSy8,1773332141,2026-03-12T16:15:41.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,DLYbj1sz9WtgUrm4Y2PkrokmHfSrWN7nz6LE8mQjpump,1737280827113,6,So11111111111111111111111111111111111111112,2082955221,9,179.09,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
4jE1ePtLkQF5s7GmwFBnCh3iNNJVK7n66jjRni9cYEKn6Dm1YaUD34qGWtekKsDayqp3EUE5DThYTjRq35gMWpnE,1773332082,2026-03-12T16:14:42.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,2000000000,9,EPwHMP4thSvp6fXvv83YPznEC5m17x4X3c1eAzXjkML7,41076827590914,6,171.96,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8||,1.0,1.0
4W4SL5CeMSTtbYPch31VRB298QyaibipA2S8mhVMdb9KjmxwzpgWuDMoc4aQLHFkeuC6nCW7dncLMn436K7kFiak,1773331793,2026-03-12T16:09:53.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1979442193,9,DLYbj1sz9WtgUrm4Y2PkrokmHfSrWN7nz6LE8mQjpump,1687303201264,6,171.93,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
559uStRa3R5W3ev1jAjffTDHUhtLLBpYmXNbULDrNc23uyep5d8hNS1YiKcmioJGVL3ZY2snsgH6s247zMJLkNPB,1773331642,2026-03-12T16:07:22.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1979442193,9,DLYbj1sz9WtgUrm4Y2PkrokmHfSrWN7nz6LE8mQjpump,1787258452963,6,171.93,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
2ctnJnhPMx889e4MU4G3grUbFAMgWvDnucKZDek4p55RhLQTR4JzqC3wddFKr2RRgzrEPMLMy91uWdTkgTABCDdy,1773331625,2026-03-12T16:07:05.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,HDj8qXRQQMDX1DtdsJc4RpSHvtyZKLwgACz1wAw7pump,2764276122328,6,So11111111111111111111111111111111111111111,409164268,9,35.54,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
3Hvtd9Ha4XFrtyBxvTUDnwdw9T77dRn8KNcnAvPXnuk3M1awVHSxz5JjUhyAWTr8XdizbBKvxuUttnehYNwiVG7d,1773331548,2026-03-12T16:05:48.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,HDj8qXRQQMDX1DtdsJc4RpSHvtyZKLwgACz1wAw7pump,3455345152909,6,So11111111111111111111111111111111111111111,496524608,9,43.13,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
5CKKhXJjCvMPSbYB55LGwwEESzhdNUJG9ke2zYhmCD4VACeX7HmW8rv1wzqPF9bMjcBcwck9uyGpsvVG4u4KuB9n,1773331455,2026-03-12T16:04:15.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,56yp6kgJtQCsHz7rix9EJcgFJ7kZpyGAvA9C3Sstpump,31152562527380,6,So11111111111111111111111111111111111111112,912331195,9,78.98,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
3A1TkyykaygbHRqqqqZv1G5W7Ur6yToDe8AQ6SZKJULkkAUGPJndeWrHLhjTdo8BGLmw95VbVehQGD6ewQCU3aDC,1773331165,2026-03-12T15:59:25.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,HDj8qXRQQMDX1DtdsJc4RpSHvtyZKLwgACz1wAw7pump,17276725764548,6,So11111111111111111111111111111111111111111,1531240309,9,132.73,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
GSDJpHfkp6pZa367HLTezNGSfd2zGhJrfbNwUfQSnxoDgBgjVq8F47ixucwM2nsW7QcS9AqepFkjEA9AjYsWXpe,1773331058,2026-03-12T15:57:38.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,1994074073,9,HDj8qXRQQMDX1DtdsJc4RpSHvtyZKLwgACz1wAw7pump,34553451529097,6,172.85,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
4b5PgQUajsSohyXuuqidERPoR35K6wS43S4b6LqgvmV7m8rdGtEjLgX3qPbL4gJyEHzzae8iH5H8a3NX9B31xiyz,1773330944,2026-03-12T15:55:44.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,996139703,9,56yp6kgJtQCsHz7rix9EJcgFJ7kZpyGAvA9C3Sstpump,31152562527380,6,86.52,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
33SLsiQ1EuSXuM6v75K1mTZYKPeZuo2eUnhAKK26AE7trZGk5h3zWSAxsePEi3we5PUywRYjy1nZTWmMAtcNWHpn,1773317581,2026-03-12T12:13:01.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,E3NVDwNjCgMmdAwsVCs8R2kpD7QYxgFwTErPaHxSpump,42110316937731,6,So11111111111111111111111111111111111111112,1070509931,9,93.11,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
L4Hj6bpNHj2gw33af1tDEYeLisEjUNbTVwWqJbWu738qEenFLsoYHqNhfEAfXMouiZ5Md41txsowHq1642FEnXg,1773314321,2026-03-12T11:18:41.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,999100000,9,E3NVDwNjCgMmdAwsVCs8R2kpD7QYxgFwTErPaHxSpump,42110316937731,6,86.65,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
2nesgK5SUkDVmDuEt1NBmU8UuCBfgLStpJKFR6EdY7ChzoypCmwCPsarj9Ae9oSp1EDYD9K6DiNd21iDxYKZFYP6,1773308268,2026-03-12T09:37:48.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,DNgXrX7iYD6Sw9pj9V11tUrx83KhtkDUL74PqRYupump,26574414722589,6,So11111111111111111111111111111111111111112,971081549,9,83.21,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
AMb1yg5WzpseY4Vc4yVh14phgFx5uCpJMwewtqfBwoqzANWkd7Bfn5cNwcs3ZtzxPWHTzjJeLdUzXqXh399qYrC,1773307470,2026-03-12T09:24:30.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,4d2aj3MgUf75ZJTNE6xa2z7GNnaQJPrUEWgb5Xcppump,24875298747126,6,So11111111111111111111111111111111111111111,1097305088,9,93.82,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
2pBgZ6MCYn49M2ZMsb8FKk7LfJkcwjG6rAoMZa6k9jU1fJjshuZ9v6DZiU6YNPrroHUYEfCWBn6WBaS3VD4Zx7bC,1773307373,2026-03-12T09:22:53.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,996139703,9,DNgXrX7iYD6Sw9pj9V11tUrx83KhtkDUL74PqRYupump,26574414722589,6,85.17,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
31SWPq4sxS5cnRQ4HS7Lbua1iHC2NavomtJbck4YzFocqPoep3GdbYYf5n3oEiuWQR4dVfiTyPjW1QA3gXf94xt2,1773307327,2026-03-12T09:22:07.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,4d2aj3MgUf75ZJTNE6xa2z7GNnaQJPrUEWgb5Xcppump,24875298747126,6,So11111111111111111111111111111111111111111,1164457311,9,99.56,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
32TGyDNeZnmFmKVN1qPRy3Vgkjv6sHE5GQvy5RmCmUw3TcJt8f6MsCPEjziCfq1ytcmi7hG8K87UwDXu7xmck8J4,1773307243,2026-03-12T09:20:43.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,999999999,9,4d2aj3MgUf75ZJTNE6xa2z7GNnaQJPrUEWgb5Xcppump,27688915796979,6,85.62,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
HVBMV8TBWxD99HgFpcT2XJnh2xY1GEvjxqGyGaGjrbNMSSuayFrrRSs3xWp3Yniv2MYeHen3PMpc36ru5iswu3R,1773307123,2026-03-12T09:18:43.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,999999999,9,4d2aj3MgUf75ZJTNE6xa2z7GNnaQJPrUEWgb5Xcppump,22061681697273,6,85.62,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
UGVmYMbmAT2Ag3nrtF1jSMNXGELo1M1NLcm4XP8q6qQ2rTzzhnW7xzxcynCoGWYEskjaRWPuJSHeFXDyQAHcu9F,1773307057,2026-03-12T09:17:37.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,4d2aj3MgUf75ZJTNE6xa2z7GNnaQJPrUEWgb5Xcppump,30611122742143,6,So11111111111111111111111111111111111111111,1296620139,9,111.02,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
3amohSsdRxin5iSNDgw1DCQWQtALA1YgPT6v7QbHYwVsJshwDiwnCMaxxVGuA8sYrc7GHUN4Me89jpUSGijBNB8T,1773306714,2026-03-12T09:11:54.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,999999999,9,4d2aj3MgUf75ZJTNE6xa2z7GNnaQJPrUEWgb5Xcppump,30611122742143,6,85.71,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
43Re8BgfP8rNbDma2R5ydHFLFA6b72FdBxcMvWDeY7PNUGExGTv2r511i6U9BnrPXnPG7g2AwEq6P4eNRcn8b4cG,1773293510,2026-03-12T05:31:50.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,HfNw1rT7LHDeZGUyx9vwHBM4L58VvMQfVMkXaGcmQP4o,24390035543227,6,So11111111111111111111111111111111111111112,1052389039,9,89.41,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
2EmVSphNuSH3KbrFiyxHtorpJEzNyeoq1Pq355QBK3EXc9cQnzPHHWw9gQscMXiPMpRJH9PpqwgbrWUUqYofhBoU,1773288039,2026-03-12T04:00:39.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,H3CMK8DVH1u3qZNvakJzjrqsX5BnYzw5RpDEPmW7pump,6669933808303,6,So11111111111111111111111111111111111111112,1996749368,9,169.46,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
5sSTVANwZWgL7Tgq332n5KSKVJmZmxbEaXdssBFB3J7B8mXrcBVL5va5rbTiAajP1mxykrkPVYhzb7tkTp3UEfc3,1773287737,2026-03-12T03:55:37.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,H3CMK8DVH1u3qZNvakJzjrqsX5BnYzw5RpDEPmW7pump,1667483452075,6,So11111111111111111111111111111111111111112,269537182,9,22.87,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
5JLSnhQmFVX2Xg4VCZkf5QGbkh7VDQ7cNiKWjHRkzB5XYPftWCkT2GwjhqJuBW4gcWDshtCarenE7wryH2F9xxvs,1773287135,2026-03-12T03:45:35.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,H3CMK8DVH1u3qZNvakJzjrqsX5BnYzw5RpDEPmW7pump,2779139086792,6,So11111111111111111111111111111111111111112,361680211,9,30.84,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
5dnkoWhYDtBLjvsoHcWbab8gotfcsBf9KVFUkWTftqcbX3yGVNeL17mZMJURnH9EFvDeJ2rKJ9sgjF6wkNc37S4j,1773286703,2026-03-12T03:38:23.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,H3CMK8DVH1u3qZNvakJzjrqsX5BnYzw5RpDEPmW7pump,3705518782389,6,So11111111111111111111111111111111111111112,402731608,9,34.38,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
4KhjdCvvPuGWhXaJgcvsGDSkdpH5RSrfNYe8z1tzZN4j5CSEMYdx7qF4gADP32Rm5tvsx3devke74foZASMJrqi2,1773285061,2026-03-12T03:11:01.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,H3CMK8DVH1u3qZNvakJzjrqsX5BnYzw5RpDEPmW7pump,4940691709852,6,So11111111111111111111111111111111111111112,455851734,9,38.89,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
5EoRdJ9JeWngHngq1opqHdMTnpuZQQjKMjCq1e7RLBJfJ4UyBuez8wUfntnQ2FqTwApiWKQdybyPA5QFT68dPAoA,1773284953,2026-03-12T03:09:13.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,HfNw1rT7LHDeZGUyx9vwHBM4L58VvMQfVMkXaGcmQP4o,24390035543226,6,So11111111111111111111111111111111111111112,1120179050,9,95.56,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
3S5hqEXCd7yRCMDueK7Hjop9iAHWaxoNnH4D6BjrDKM7YeYvvvvXTVBeZMAgKk4LK8Z2N15RYEDwiocyukZKQRKW,1773284776,2026-03-12T03:06:16.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,Fw7ehKc2fJkRvbSnYopeqaqUwRPAdyc9ANMdD8QQHTt9,38333289419958,6,So11111111111111111111111111111111111111112,3195043763,9,272.57,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
2Jh5X5j57oCHaoXXvHuBBr4wsX5oAGEZ95ULDanabpaRA2jjUhfpvnt238noz3fzevuNbSMYLdiWuEwiz48fpmRK,1773284730,2026-03-12T03:05:30.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1998200000,9,HfNw1rT7LHDeZGUyx9vwHBM4L58VvMQfVMkXaGcmQP4o,48780071086453,6,170.24,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
5dTsGUVafGD2aZ4YXSGjfGPMPFUzuFBSdowYnmVnSt5ZbFo8Pam7t8pxmryb9sxGR63utt5HPUUW77Z8ZdEGTBLy,1773284633,2026-03-12T03:03:53.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,H3CMK8DVH1u3qZNvakJzjrqsX5BnYzw5RpDEPmW7pump,6587588946470,6,So11111111111111111111111111111111111111112,766327565,9,65.29,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
5vQaUDp6UoXgDABxhBZSjjP46Nwsv5Cm2kvPVXqQ8p1aypwDnmNvMPSgbgLfA3DRUx1FuzNqUyq9KqRiLMb4XV7V,1773284432,2026-03-12T03:00:32.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,H3CMK8DVH1u3qZNvakJzjrqsX5BnYzw5RpDEPmW7pump,26350355785880,6,So11111111111111111111111111111111111111112,1455668955,9,124.08,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
