Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Platforms,Sources,Token1Multiplier,Token2Multiplier
2P3VJ8hskZzKueEwJTK2i8sLVuJt753pumxkYGZw3j9UW6RChRnrLE9SZNuMNw3XvaeouJpFNtFpPhzGDvAKnGXJ,1773577421,2026-03-15T12:23:41.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,AyDckfGm7UTHahA3XAegZNV9t24v6oR6fEEB5gFcTPnh,11437294308832,6,So11111111111111111111111111111111111111112,697972061,9,61.65,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
2EZgr8rQBmwLxZUWSgHRVageseVXMtYD485N2ZgM5Xdtohwv4oGRNgwrLBwwHM9qWZgCCQDjdHE4EqX5KD2BoEpQ,1773576776,2026-03-15T12:12:56.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,AyDckfGm7UTHahA3XAegZNV9t24v6oR6fEEB5gFcTPnh,11437294308832,6,So11111111111111111111111111111111111111112,904909132,9,79.92,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
GLqKNpNzMmj9oKggj8DEDSjBUAVrrXbTEZmDSMkzvszmcYoHaoYxB9jTxsfXGwhq4f3Jakrpd2mq2sk1mLsHGR4,1773576276,2026-03-15T12:04:36.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,999100000,9,AyDckfGm7UTHahA3XAegZNV9t24v6oR6fEEB5gFcTPnh,22874588617664,6,88.48,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
97kz3a3a3QZyYhdo5XtLsm2HDW85PoY8m5wUtj7fuARnQZxsPRuN1udkygUJjb4Ecra6fJEvr4MWa3FaBg771sB,1773576043,2026-03-15T12:00:43.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,999999999,9,4sh8jJiCTVUHwMCMbJapB3NtEzbSR9waq4k1RVijSB5N,34106980290172,6,88.56,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
4U4MwFpR8TRYUHZ3DSH8fj1rpD1Ca3R15DjvYQS2XnUKUJGLXYPYgWpQ9PUKNysLqvxG2CCEPJybfxLs5SBiZEzx,1773575726,2026-03-15T11:55:26.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,999999999,9,AhadmazXHsrFYZNDSgxcmDbUeQYjPFESujx6zhjMPpGc,29886259542996,6,88.57,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
3SbUsrqceC9CrTaQcQA1gvEGsi63xNQtf3XYKeLqJEqWcn83Ckz7mADfgqTTBK7SShh18cJLjzy2MjafDj7YFWjP,1773575086,2026-03-15T11:44:46.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,9rkfea69PsdaJzG7Ms2DKuqRpLU2ySbckwhbAhQzpump,32489459852003,6,So11111111111111111111111111111111111111112,974438529,9,86.05,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
5X2EwCRQBGMDnPCdMapwbx8Mp8AssxCiXavADBncjjcY9vB8wZgt1QPStSBsF2U6VfXqhyEF24a9dD6BP2jhVxTG,1773571832,2026-03-15T10:50:32.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,999100000,9,ApLJtDFLscoocY1Qjt3c3bRmxjw3F9hii4JVUbH63E14,30762209161351,6,88.47,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
4LB5VyPr6orsRNU76mFmroU6CiNZ3n883MiDotRPaQ4qCSk83JiDyLCPTnEA6yop8QFJFwfyz4hp2m5wYoiqFuq2,1773571374,2026-03-15T10:42:54.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1000000000,9,EUs7wwR8iR1TeuS7y6ze8apr7JRbHZWRVnhpdg9aRoJt,42636363482060,6,88.52,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8||,1.0,1.0
4JRJddLRFGeTLNJPQJK34VWPbhtz6uwBebZ9Jdi2dyozGMuXFQCoSYeNAY7ZQuxCtSDGsB4L5L8EU1YYV82B6NZL,1773571256,2026-03-15T10:40:56.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,2000000000,9,Ahui5nrpXhZ39qdfX6kTJsSsfaRDHGSfZqMnH6nc9FVg,10875671847965,9,177.03,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8||,1.0,1.0
53s9f6bRBfKJSuSUyKkBB2WXiytkueByDD2FuiJmtTvw8TtVvDeDsiXws5WpvCc9fecE1xqDsPMcGJGcLVLMvLR5,1773565475,2026-03-15T09:04:35.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,999999999,9,EGHnH4YGCowTij8kQ81YbcXSPAcURoLH151VrWefVoA6,34297586618360,6,88.59,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P||,1.0,1.0
YNpNYaLXjSLBvUpHyibkoip3M7uZrisCdrrKcDLUiBkkEYQV7dWB66The2eA6uGcYTbDVs3bq9t76NwiQ3DBWve,1773565470,2026-03-15T09:04:30.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,EGHnH4YGCowTij8kQ81YbcXSPAcURoLH151VrWefVoA6,34297586620574,6,So11111111111111111111111111111111111111111,1016510355,9,90.05,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P||,1.0,1.0
a2BKhStHH81ihGNFk1NF8DeLYZoDijNfcDhivcYtaN1gM7phBbBdBDJLBKPq2szFVxywX36cAFyNjrHB71xKYJP,1773565396,2026-03-15T09:03:16.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,999999999,9,EGHnH4YGCowTij8kQ81YbcXSPAcURoLH151VrWefVoA6,34297586620574,6,88.59,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P||,1.0,1.0
4EgKUUdkf6ph4GhxqAZVQ3W4zLzQ5zNgvXPciA2qoAryhWPeGbpaV2zweK4aNgFzaNA6TrXwjKLXBTX7o19CofNE,1773555202,2026-03-15T06:13:22.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,7cJ3cAptfr9hZXfYgtqwFfhk4rrLPCdxef9d1mWnpump,12208738929790,6,So11111111111111111111111111111111111111111,1200926818,9,106.27,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
Q39Ff76dr6PiaZyWhYG4Y9wdoLDvCCJAs1DrBReT84ZSDREDKKK41tS4TyjGBr2MQ6DbiTBHaRuFFmVmC6fztMj,1773554871,2026-03-15T06:07:51.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,7cJ3cAptfr9hZXfYgtqwFfhk4rrLPCdxef9d1mWnpump,12208738929789,6,So11111111111111111111111111111111111111111,1061994384,9,93.95,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
3PviFrvvfATCZmwGnS83qQWTdWJ4NfM97sAuGUGmbNXfg73TpePc1EY741iwP7vSp2WrvKuBLTevvj77QrHN9K1t,1773554641,2026-03-15T06:04:01.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,1000000000,9,7cJ3cAptfr9hZXfYgtqwFfhk4rrLPCdxef9d1mWnpump,11761120632569,6,88.36,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
5kjdsQxroCF18jcik4tur4C1Fvh149FvXAJENfHqXo7pnxmqesqmtqrddF1THTP3REmjrF5bRVkM3ebzaKEuASHT,1773554576,2026-03-15T06:02:56.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,7cJ3cAptfr9hZXfYgtqwFfhk4rrLPCdxef9d1mWnpump,12656357227009,6,So11111111111111111111111111111111111111111,1050293788,9,92.8,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
3ni11kMoJrYxeyfpNwkHAne9AnoLUPFoJuASJeB3R4otpcStNGzPn3HyBS8RNfKmAscSWMtvyumW8XmVax8rmPFr,1773554382,2026-03-15T05:59:42.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111111,1999999999,9,7cJ3cAptfr9hZXfYgtqwFfhk4rrLPCdxef9d1mWnpump,25312714454019,6,176.89,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb,GMgnVFR8Jb39LoXsEVzb3DvBy3ywCmdmJquHUy1Lrkqb||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
2h5VaHz4up6PcxTRjMz9faNd5u1DtFpAc1XqCt8forYnkyF4nKW8tM44gKkvfzd9x3cg4BiDk1r44NGSaN8WMZRD,1773554097,2026-03-15T05:54:57.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,m5Mp8ADpKppNfABmQKsF4NhPBuUdkc23dGR3miQpump,65643249323541,6,So11111111111111111111111111111111111111112,3385081334,9,299.29,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,1.0,1.0
3YP23xFsskE9p78RDYdJagUz1pfdFXYRbN6bgmhHpu4tv3Uf87dzwnRoJeZCHSmQkuvV7yK3dbfeYrcL4XjzbSe1,1773553534,2026-03-15T05:45:34.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,3000000000,9,m5Mp8ADpKppNfABmQKsF4NhPBuUdkc23dGR3miQpump,65643249323541,6,265.81,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8,675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8||,1.0,1.0
245BFmj3irCtyETwLPYo6rBbH2AartGK9dREcWH7WyaeCcJsdCTXqGWxGXafCSNs2KCrPMaxSvg6WDciMALxyuBi,1773552891,2026-03-15T05:34:51.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,7xmuigELsMtyEAuESJojVSNANE13dSSDc6CdeTkBpump,24401588326892,6,So11111111111111111111111111111111111111112,970396598,9,85.72,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
5eMXhYUisFadMsAKM3aZK2yqd1harzX2jjJxdwWVp9mgGFYcZPgYqdXjpxKnwzE6hZoaSHa1xDfDAkEMDFdWY4JZ,1773552882,2026-03-15T05:34:42.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,fem8sdxs5q22WkDDFxKyS5wmsdK4C7DG2A3S2HyzeyG,21532606171459,6,So11111111111111111111111111111111111111112,1823310467,9,161.06,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
4NwkB8P6y2fXfUA5ywyTfATVmXVwpMWzPoRDkBxKvNReAyVH2xKSawKrtJdXskeNiE3MWwfay8mdUCooCbggiLvT,1773552665,2026-03-15T05:31:05.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1998200000,9,fem8sdxs5q22WkDDFxKyS5wmsdK4C7DG2A3S2HyzeyG,21532606171459,6,176.94,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
4YQfnMnUVHi61paJgnw6w3kGmZkkV119C3AWmvDrzh1tDNWBb5Y3dFyyeW4QSiGr8NBFyoMFxJTxQA8nLNowTJ4B,1773552458,2026-03-15T05:27:38.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,999100000,9,7xmuigELsMtyEAuESJojVSNANE13dSSDc6CdeTkBpump,24401588326892,6,88.47,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
7nmMVcuXfKsQeL12hmuvhhLA5c81VKUUS14exYjRTy6a5YxaYLKjYjmQ9b4gEwFPQdUswTMJqFSCbr2iWRP5kQE,1773552389,2026-03-15T05:26:29.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,AxBMzpxkdqzbwcyAuhqsX9kqhb8n24JCtXTDeU4Qpump,39035649534216,6,So11111111111111111111111111111111111111112,820191605,9,72.63,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
3A48JCt54N7bJTWfdrZ1nKJccp97qcKK9RLEwjCnTtiRL8V2XZJt2dSqUhD9hr5ZUspaE2NiGhzRSPsQigtZetqE,1773552288,2026-03-15T05:24:48.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,999100000,9,AxBMzpxkdqzbwcyAuhqsX9kqhb8n24JCtXTDeU4Qpump,39035649534216,6,88.39,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
SkyXWKrdCDzWHM4DLvKqJVhzKcKBn9pNkrpeM4FKuHeQqHSqSGNnXLAqWRwyS4HLSR6spsWvRC4c31dGoEUqxP7,1773545558,2026-03-15T03:32:38.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,96PvLENjmz8fwgYvLKjfw1Nd2XottAYivgRbFEgiFF1A,35441760113649,6,So11111111111111111111111111111111111111112,1884039365,9,165.51,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
3uihzytDD1oEi9FhvSkjeJf6ry2orX5McK7FhqBC9nRoG4gYXosF7NmLBBq6H8gHPY6uSnApimzFn6pmRDdBfA8W,1773545535,2026-03-15T03:32:15.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1992279407,9,96PvLENjmz8fwgYvLKjfw1Nd2XottAYivgRbFEgiFF1A,35441760113649,6,175.02,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
2XpxiUuxmwyZwNHB47VXQ9XvgFreHMGezW9tW6Whu2LxsewWxS8q3xKt78JdFEbUt7kfctkrna9yuX5HBu49MsVj,1773544592,2026-03-15T03:16:32.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,996139703,9,9rkfea69PsdaJzG7Ms2DKuqRpLU2ySbckwhbAhQzpump,32489459852003,6,87.89,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
5DRfnSe2FU9jRUrgpcmZsGog21rEUcYAU6Ka8HnLi7u8TYmxSBcvXtdMSaAAHzyDkinKgCioYtWm4czk2Pffu5Ka,1773543843,2026-03-15T03:04:03.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,DVtCfZqZA5erykXhAxRcMiVYXm1v65UHBbLdVdX7pump,15983548958904,6,So11111111111111111111111111111111111111112,1981336142,9,175.04,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
2QzaQGxFsALa2N6yUUp6jsDas8Q8b8SiMLWjQfFtzqktRQakNQY6bQQuWax54oMPWa62uMRwSZtUviYV9YuDQcee,1773543834,2026-03-15T03:03:54.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,CknnwuTVsYKBn9TNVjGdCb6ZczL84vDDdNZHVLfwpump,4895989628415,6,So11111111111111111111111111111111111111112,3050358668,9,269.48,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,1.0,1.0
3GWoZCmM2r6yVdFR2gemNqjjtmJWU2pdptkFV3RbTKAvSLcGKHNt7FvGLNN7WF3YDjmqcDzEswx4ToQ4hHdrK4UP,1773542899,2026-03-15T02:48:19.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,2997300000,9,CknnwuTVsYKBn9TNVjGdCb6ZczL84vDDdNZHVLfwpump,4895989628415,6,264.72,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
35LmzBp2wUPvx6Z1RBt7J3BqU5CbEDqEvDSH9WtoCGqEfDPoz2KWoFeVKTZS2g153JMQdTZc5Q7vhdPR2SETTpuF,1773542865,2026-03-15T02:47:45.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,So11111111111111111111111111111111111111112,1998200000,9,DVtCfZqZA5erykXhAxRcMiVYXm1v65UHBbLdVdX7pump,15983548958904,6,176.48,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
2mV3LHjW1DJtFvDwtFovJxomrVjiNE96xUhRXHgw6dmDGEA5N8WVhbzT5ghGwFFa7SYjccbb7dcxFzZoWUFbeZot,1773542063,2026-03-15T02:34:23.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,6XjY7mBgYNEV8tk6NxybMF1RdkSuWopCSHW9ejJ5DHwn,23972087691072,6,So11111111111111111111111111111111111111112,1038799622,9,91.61,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||6EF8rrecthR5Dkzon8Nwu78hRvfCKubJ14M5uBEwF6P,1.0,1.0
3bgRFbkvJHVB2sHLSg1h2MLy1xE78WQkHot7Jr6ttiVma8Rd48ZVTv5vv2LhnVgCobmk5iJ6WzmgBvq12wExm1tG,1773540175,2026-03-15T02:02:55.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,9vPxhnGpyWGZzYcYxSj1JTvr27rKAUFsoT3WR5Gnpump,52204232942192,6,So11111111111111111111111111111111111111112,975550101,9,85.68,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
5CHtPFkEu5QCAZX9L1hq6NEnTWcZDv3gHgB1v8VRR9UxeuGmzyHGK3Uee2JpRGzDECo4TrcP77dAyPkcnCsvAniw,1773531547,2026-03-14T23:39:07.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,9X8VSUD8yhYbHtR3KdKeCvnb7TNfgTKMFufgpCympump,5428345837063,6,So11111111111111111111111111111111111111112,2141915906,9,188.64,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
xfj4wL2NtNbSdktYbedoSSxf25gygf2Uvv6XaKdWwYAWDkFYdLc82u5d6cdYAeyPs2AFf4NNwPzetbZ7jq7uqFW,1773527384,2026-03-14T22:29:44.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,8QW23aW9W1qZC8WB1qFKuhmsgdVmmMWhpUwx4Cu4pump,21430473719004,6,So11111111111111111111111111111111111111112,1599097931,9,139.78,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
5RDbHXncz5xdzUXcngE4g87rbLyJcpqYe2aeRjuWT2Xbm5Ubx5x5KpZQ9rqmtqC4B8XS8VPJmb5BuPF31rgt8Rto,1773511217,2026-03-14T18:00:17.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,4T7XUugzhMtqxY8F7fmYaBGQyd6D7KdNJR7MvzVVpump,18937417827110,6,So11111111111111111111111111111111111111112,1948914210,9,169.31,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4,JUP6LkbZbjS1jKKwapdHNy74zcZ3tLUZoi5QNyVTaV4||pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,1.0,1.0
5JtjufY2fzaSrGzNHDCFPGqBTyeLYa51trtzELXCGHQtZtkn4qKEAnk8RR1MVweXWRwVHQVukDwcHMHwL7H9DWVz,1773510789,2026-03-14T17:53:09.000Z,ACTIVITY_TOKEN_SWAP,DGma4Uxm9JS6yLNdgYaxsZhwk2nxrRGMfMt5buXbiFCm,9X8VSUD8yhYbHtR3KdKeCvnb7TNfgTKMFufgpCympump,5428345837063,6,So11111111111111111111111111111111111111112,1283298975,9,111.55,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA,pAMMBay6oceH9fJKBRHGP5D4bD4sWpmSwMn52FMfXEA||,1.0,1.0
